4.472135955
11.1803398875
(0, 0, 0.0)
(0, 1, 1.0)
(0, 2, 2.0)
(0, 3, 3.0)
(0, 4, 4.0)
(0, 5, 5.0)
(0, 6, 6.0)
(0, 7, 7.0)
(0, 8, 8.0)
(0, 9, 9.0)
(0, 10, 10.0)
(0, 11, 11.0)
(0, 12, 12.0)
(0, 13, 13.0)
(0, 14, 14.0)
(0, 15, 15.0)
(0, 16, 16.0)
(0, 17, 17.0)
(0, 18, 18.0)
(0, 19, 19.0)
(0, 20, 20.0)
(0, 21, 21.0)
(0, 22, 22.0)
(0, 23, 23.0)
(0, 24, 24.0)
(0, 25, 25.0)
(0, 26, 26.0)
(0, 27, 27.0)
(0, 28, 28.0)
(0, 29, 29.0)
(0, 30, 30.0)
(0, 31, 31.0)
(0, 32, 32.0)
(0, 33, 33.0)
(0, 34, 34.0)
(0, 35, 35.0)
(0, 36, 36.0)
(0, 37, 37.0)
(0, 38, 38.0)
(0, 39, 39.0)
(0, 40, 40.0)
(0, 41, 41.0)
(0, 42, 42.0)
(0, 43, 43.0)
(0, 44, 44.0)
(0, 45, 45.0)
(0, 46, 46.0)
(0, 47, 47.0)
(0, 48, 48.0)
(0, 49, 49.0)
(0, 50, 50.0)
(0, 51, 51.0)
(0, 52, 52.0)
(0, 53, 53.0)
(0, 54, 54.0)
(0, 55, 55.0)
(0, 56, 56.0)
(0, 57, 57.0)
(0, 58, 58.0)
(0, 59, 59.0)
(0, 60, 60.0)
(0, 61, 61.0)
(0, 62, 62.0)
(0, 63, 63.0)
(0, 64, 64.0)
(0, 65, 65.0)
(0, 66, 66.0)
(0, 67, 67.0)
(0, 68, 68.0)
(0, 69, 69.0)
(0, 70, 70.0)
(0, 71, 71.0)
(0, 72, 72.0)
(0, 73, 73.0)
(0, 74, 74.0)
(0, 75, 75.0)
(0, 76, 76.0)
(0, 77, 77.0)
(0, 78, 78.0)
(0, 79, 79.0)
(0, 80, 80.0)
(0, 81, 81.0)
(0, 82, 82.0)
(0, 83, 83.0)
(0, 84, 84.0)
(0, 85, 85.0)
(0, 86, 86.0)
(0, 87, 87.0)
(0, 88, 88.0)
(0, 89, 89.0)
(0, 90, 90.0)
(0, 91, 91.0)
(0, 92, 92.0)
(0, 93, 93.0)
(0, 94, 94.0)
(0, 95, 95.0)
(0, 96, 96.0)
(0, 97, 97.0)
(0, 98, 98.0)
(0, 99, 99.0)
(1, 0, 1.0)
(1, 1, 1.4142135623730951)
(1, 2, 2.23606797749979)
(1, 3, 3.1622776601683795)
(1, 4, 4.123105625617661)
(1, 5, 5.0990195135927845)
(1, 6, 6.082762530298219)
(1, 7, 7.0710678118654755)
(1, 8, 8.06225774829855)
(1, 9, 9.055385138137417)
(1, 10, 10.04987562112089)
(1, 11, 11.045361017187261)
(1, 12, 12.041594578792296)
(1, 13, 13.038404810405298)
(1, 14, 14.035668847618199)
(1, 15, 15.033296378372908)
(1, 16, 16.0312195418814)
(1, 17, 17.029386365926403)
(1, 18, 18.027756377319946)
(1, 19, 19.026297590440446)
(1, 20, 20.024984394500787)
(1, 21, 21.02379604162864)
(1, 22, 22.02271554554524)
(1, 23, 23.021728866442675)
(1, 24, 24.020824298928627)
(1, 25, 25.019992006393608)
(1, 26, 26.019223662515376)
(1, 27, 27.018512172212592)
(1, 28, 28.0178514522438)
(1, 29, 29.017236257093817)
(1, 30, 30.01666203960727)
(1, 31, 31.016124838541646)
(1, 32, 32.01562118716424)
(1, 33, 33.015148038438355)
(1, 34, 34.0147027033899)
(1, 35, 35.014282800023196)
(1, 36, 36.013886210738214)
(1, 37, 37.013511046643494)
(1, 38, 38.01315561749642)
(1, 39, 39.01281840626232)
(1, 40, 40.01249804748511)
(1, 41, 41.012193308819754)
(1, 42, 42.01190307520001)
(1, 43, 43.01162633521314)
(1, 44, 44.01136216933077)
(1, 45, 45.0111097397076)
(1, 46, 46.010868281309364)
(1, 47, 47.01063709417264)
(1, 48, 48.010415536631214)
(1, 49, 49.01020301937138)
(1, 50, 50.00999900019995)
(1, 51, 51.0098029794274)
(1, 52, 52.009614495783374)
(1, 53, 53.009433122794285)
(1, 54, 54.00925846556311)
(1, 55, 55.00909015790027)
(1, 56, 56.00892785976178)
(1, 57, 57.0087712549569)
(1, 58, 58.008620049092706)
(1, 59, 59.00847396772772)
(1, 60, 60.00833275470999)
(1, 61, 61.00819617067857)
(1, 62, 62.00806399170998)
(1, 63, 63.00793600809346)
(1, 64, 64.00781202322104)
(1, 65, 65.00769185258002)
(1, 66, 66.007575322837)
(1, 67, 67.00746227100382)
(1, 68, 68.00735254367721)
(1, 69, 69.00724599634447)
(1, 70, 70.00714249274856)
(1, 71, 71.00704190430693)
(1, 72, 72.00694410957877)
(1, 73, 73.00684899377592)
(1, 74, 74.00675644831355)
(1, 75, 75.0066663703967)
(1, 76, 76.00657866263946)
(1, 77, 77.00649323271382)
(1, 78, 78.00640999302557)
(1, 79, 79.00632886041473)
(1, 80, 80.00624975587844)
(1, 81, 81.00617260431454)
(1, 82, 82.00609733428362)
(1, 83, 83.00602387778854)
(1, 84, 84.00595217006948)
(1, 85, 85.00588214941364)
(1, 86, 86.00581375697809)
(1, 87, 87.00574693662483)
(1, 88, 88.0056816347672)
(1, 89, 89.00561780022652)
(1, 90, 90.00555538409837)
(1, 91, 91.00549433962765)
(1, 92, 92.00543462209176)
(1, 93, 93.00537618869137)
(1, 94, 94.00531899844816)
(1, 95, 95.00526301210897)
(1, 96, 96.00520819205592)
(1, 97, 97.0051545022222)
(1, 98, 98.00510190801293)
(1, 99, 99.00505037623081)
(2, 0, 2.0)
(2, 1, 2.23606797749979)
(2, 2, 2.8284271247461903)
(2, 3, 3.605551275463989)
(2, 4, 4.47213595499958)
(2, 5, 5.385164807134504)
(2, 6, 6.324555320336759)
(2, 7, 7.280109889280518)
(2, 8, 8.246211251235321)
(2, 9, 9.219544457292887)
(2, 10, 10.198039027185569)
(2, 11, 11.180339887498949)
(2, 12, 12.165525060596439)
(2, 13, 13.152946437965905)
(2, 14, 14.142135623730951)
(2, 15, 15.132745950421556)
(2, 16, 16.1245154965971)
(2, 17, 17.11724276862369)
(2, 18, 18.110770276274835)
(2, 19, 19.1049731745428)
(2, 20, 20.09975124224178)
(2, 21, 21.095023109728988)
(2, 22, 22.090722034374522)
(2, 23, 23.08679276123039)
(2, 24, 24.08318915758459)
(2, 25, 25.079872407968907)
(2, 26, 26.076809620810597)
(2, 27, 27.073972741361768)
(2, 28, 28.071337695236398)
(2, 29, 29.068883707497267)
(2, 30, 30.066592756745816)
(2, 31, 31.064449134018133)
(2, 32, 32.0624390837628)
(2, 33, 33.06055050963308)
(2, 34, 34.058772731852805)
(2, 35, 35.05709628591621)
(2, 36, 36.05551275463989)
(2, 37, 37.05401462729781)
(2, 38, 38.05259518088089)
(2, 39, 39.05124837953327)
(2, 40, 40.049968789001575)
(2, 41, 41.048751503547585)
(2, 42, 42.04759208325728)
(2, 43, 43.04648650006177)
(2, 44, 44.04543109109048)
(2, 45, 45.044422518220834)
(2, 46, 46.04345773288535)
(2, 47, 47.042533945356304)
(2, 48, 48.041648597857254)
(2, 49, 49.040799340956916)
(2, 50, 50.039984012787215)
(2, 51, 51.03920062069938)
(2, 52, 52.03844732503075)
(2, 53, 53.03772242470448)
(2, 54, 54.037024344425184)
(2, 55, 55.036351623268054)
(2, 56, 56.0357029044876)
(2, 57, 57.0350769263968)
(2, 58, 58.034472514187634)
(2, 59, 59.033888572581766)
(2, 60, 60.03332407921454)
(2, 61, 61.032778078668514)
(2, 62, 62.03224967708329)
(2, 63, 63.0317380372777)
(2, 64, 64.03124237432849)
(2, 65, 65.03076195155643)
(2, 66, 66.03029607687671)
(2, 67, 67.02984409947557)
(2, 68, 68.0294054067798)
(2, 69, 69.02897942168927)
(2, 70, 70.02856560004639)
(2, 71, 71.02816342831905)
(2, 72, 72.02777242147643)
(2, 73, 73.02739212103907)
(2, 74, 74.02702209328699)
(2, 75, 75.02666192761077)
(2, 76, 76.02631123499285)
(2, 77, 77.02596964660685)
(2, 78, 78.02563681252464)
(2, 79, 79.02531240052139)
(2, 80, 80.02499609497022)
(2, 81, 81.02468759581859)
(2, 82, 82.02438661763951)
(2, 83, 83.02409288875127)
(2, 84, 84.02380615040002)
(2, 85, 85.0235261559999)
(2, 86, 86.02325267042627)
(2, 87, 87.02298546935747)
(2, 88, 88.02272433866155)
(2, 89, 89.02246907382428)
(2, 90, 90.0222194794152)
(2, 91, 91.02197536858887)
(2, 92, 92.02173656261873)
(2, 93, 93.02150289046077)
(2, 94, 94.02127418834527)
(2, 95, 95.02105029939419)
(2, 96, 96.02083107326243)
(2, 97, 97.02061636580135)
(2, 98, 98.02040603874276)
(2, 99, 99.02019995940222)
(3, 0, 3.0)
(3, 1, 3.1622776601683795)
(3, 2, 3.605551275463989)
(3, 3, 4.242640687119285)
(3, 4, 5.0)
(3, 5, 5.830951894845301)
(3, 6, 6.708203932499369)
(3, 7, 7.615773105863909)
(3, 8, 8.54400374531753)
(3, 9, 9.486832980505138)
(3, 10, 10.44030650891055)
(3, 11, 11.40175425099138)
(3, 12, 12.36931687685298)
(3, 13, 13.341664064126334)
(3, 14, 14.317821063276353)
(3, 15, 15.297058540778355)
(3, 16, 16.278820596099706)
(3, 17, 17.26267650163207)
(3, 18, 18.24828759089466)
(3, 19, 19.235384061671343)
(3, 20, 20.223748416156685)
(3, 21, 21.213203435596427)
(3, 22, 22.20360331117452)
(3, 23, 23.194827009486403)
(3, 24, 24.186773244895647)
(3, 25, 25.179356624028344)
(3, 26, 26.1725046566048)
(3, 27, 27.16615541441225)
(3, 28, 28.160255680657446)
(3, 29, 29.154759474226502)
(3, 30, 30.14962686336267)
(3, 31, 31.144823004794873)
(3, 32, 32.14031735997639)
(3, 33, 33.13608305156178)
(3, 34, 34.132096331752024)
(3, 35, 35.12833614050059)
(3, 36, 36.124783736376884)
(3, 37, 37.12142238654117)
(3, 38, 38.118237105091836)
(3, 39, 39.11521443121589)
(3, 40, 40.11234224026316)
(3, 41, 41.10960958218893)
(3, 42, 42.1070065428546)
(3, 43, 43.104524124504614)
(3, 44, 44.10215414239989)
(3, 45, 45.09988913511872)
(3, 46, 46.09772228646444)
(3, 47, 47.095647357266465)
(3, 48, 48.093658625644196)
(3, 49, 49.09175083453431)
(3, 50, 50.08991914547278)
(3, 51, 51.088159097779204)
(3, 52, 52.08646657242167)
(3, 53, 53.08483775994799)
(3, 54, 54.08326913195984)
(3, 55, 55.08175741568164)
(3, 56, 56.08029957123981)
(3, 57, 57.07889277132134)
(3, 58, 58.077534382926416)
(3, 59, 59.07622195096772)
(3, 60, 60.07495318350236)
(3, 61, 61.07372593840988)
(3, 62, 62.07253821135398)
(3, 63, 63.071388124885914)
(3, 64, 64.07027391856539)
(3, 65, 65.06919393998976)
(3, 66, 66.06814663663572)
(3, 67, 67.06713054842886)
(3, 68, 68.06614430096654)
(3, 69, 69.06518659932803)
(3, 70, 70.06425622241343)
(3, 71, 71.06335201775947)
(3, 72, 72.06247289678588)
(3, 73, 73.06161783043132)
(3, 74, 74.06078584514209)
(3, 75, 75.05997601918082)
(3, 76, 76.05918747922567)
(3, 77, 77.05841939723393)
(3, 78, 78.05767098754612)
(3, 79, 79.05694150420949)
(3, 80, 80.05623023850174)
(3, 81, 81.05553651663777)
(3, 82, 82.05485969764375)
(3, 83, 83.05419917138447)
(3, 84, 84.0535543567314)
(3, 85, 85.05292469985967)
(3, 86, 86.05230967266364)
(3, 87, 87.05170877128145)
(3, 88, 88.05112151472007)
(3, 89, 89.05054744357274)
(3, 90, 90.0499861188218)
(3, 91, 91.0494371207203)
(3, 92, 92.04890004774636)
(3, 93, 93.04837451562494)
(3, 94, 94.04786015641186)
(3, 95, 95.04735661763561)
(3, 96, 96.04686356149273)
(3, 97, 97.04638066409278)
(3, 98, 98.04590761474952)
(3, 99, 99.04544411531506)
(4, 0, 4.0)
(4, 1, 4.123105625617661)
(4, 2, 4.47213595499958)
(4, 3, 5.0)
(4, 4, 5.656854249492381)
(4, 5, 6.4031242374328485)
(4, 6, 7.211102550927978)
(4, 7, 8.06225774829855)
(4, 8, 8.94427190999916)
(4, 9, 9.848857801796104)
(4, 10, 10.770329614269007)
(4, 11, 11.704699910719626)
(4, 12, 12.649110640673518)
(4, 13, 13.601470508735444)
(4, 14, 14.560219778561036)
(4, 15, 15.524174696260024)
(4, 16, 16.492422502470642)
(4, 17, 17.46424919657298)
(4, 18, 18.439088914585774)
(4, 19, 19.4164878389476)
(4, 20, 20.396078054371138)
(4, 21, 21.37755832643195)
(4, 22, 22.360679774997898)
(4, 23, 23.345235059857504)
(4, 24, 24.331050121192877)
(4, 25, 25.317977802344327)
(4, 26, 26.30589287593181)
(4, 27, 27.294688127912362)
(4, 28, 28.284271247461902)
(4, 29, 29.274562336608895)
(4, 30, 30.265491900843113)
(4, 31, 31.25699921617557)
(4, 32, 32.2490309931942)
(4, 33, 33.24154027718932)
(4, 34, 34.23448553724738)
(4, 35, 35.22782990761707)
(4, 36, 36.22154055254967)
(4, 37, 37.21558813185679)
(4, 38, 38.2099463490856)
(4, 39, 39.20459156782532)
(4, 40, 40.19950248448356)
(4, 41, 41.19465984809196)
(4, 42, 42.190046219457976)
(4, 43, 43.18564576337837)
(4, 44, 44.181444068749045)
(4, 45, 45.17742799230607)
(4, 46, 46.17358552246078)
